"Id Producto","Nombre del Producto","Descripción","Categoría","Sub Categoría","Unidad o medida","Imagen","Codificación Estandarizada GTIN (Barcode,ISBN..)","Proveedor","Stock Mínimo","Ubicación en almacen","Notas","Activo","Stockout","Existencias","Costo Promedio","Precio Promedio","Detalle de Movimientos","Organización","Cód Fabrc/Parte","Producto","Label Produto","Label Producto Warning","Fecha de Registro","Registrado por:","Sugerido de Compra","Caja Requerida","Tomas físicas","% Stock de Seguridad","Alerta de Reposición","Alerta de Codigo Duplicado","Alerta de Código duplicado","F. Solicitud","Inventario Meta","S.C.","Código QR","Codigo QR","F. Solicitud de Ficha","Codigo de Barra","Código","Related tbl_toma_fisica_details By code_scan_inner","Related tbl_transaccion_details By code_scan_inner","Existences_check",
"0401020N","Varilla Nivel Aceite Twimgo","VARILLA NIVEL ACEITE TWIMGO 8 VALVULAS (7700114338)","Repuestos Automotores","Motor","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","2","","VACIO.","Y","N","4","$4.33","$4.33","unf0026 , UNQS0039 , UNQe0039","V123456789 Sano y fresco","0401020N","","Varilla Nivel Aceite Twimgo [0401020N]","Varilla Nivel Aceite Twimgo 0401020N","6/17/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","3","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=0401020N&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=0401020N&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=0401020N&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=0401020N&code=Code128","","unf0026 , UNQS0039 , UNQe0039","Y",
"333417","AMORTIGUADOR DELANTERO DERECHO CHEVROLET AVEO","AMORTIGUADOR DELANTERO DERECHO CHEVROLET AVEO 2002=>2017","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","1","","Stock inicial: 2","Y","N","2","$45.24","$45.24","unf0036 , UNQS0049 , UNQe0049","V123456789 Sano y fresco","333417","","AMORTIGUADOR DELANTERO DERECHO CHEVROLET AVEO [333417]","AMORTIGUADOR DELANTERO DERECHO CHEVROLET AVEO 333417","5/21/2024 12:00:00 AM","Administrador","0","$0.00","","25%","Y","N","","","2","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=333417&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=333417&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=333417&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=333417&code=Code128","","unf0036 , UNQS0049 , UNQe0049","Y",
"96424026","AMORTIGUADOR DELANTERO DERECHO CHEVROLET SPARK","AMORTIGUADOR DELANTERO DERECHO CHEVROLET SPARK","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","1","","Stock inicial: 1","Y","N","42","$4.33","$4.33","69DAADA3 , UNQS0008 , UNQe0008","V123456789 Sano y fresco","96424026","","AMORTIGUADOR DELANTERO DERECHO CHEVROLET SPARK [96424026]","AMORTIGUADOR DELANTERO DERECHO CHEVROLET SPARK 96424026","5/21/2024 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","2","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=96424026&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96424026&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96424026&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96424026&code=Code128","","69DAADA3 , UNQS0008 , UNQe0008","Y",
"96407820","AMORTIGUADOR DELANTERO IZQUIERDO CHEVROLET OPTRA","AMORTIGUADOR DELANTERO IZQUIERDO CHEVROLET OPTRA","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","4","","Stock inicial: 4","Y","N","24","$9.24","$9.24","49DEA23E , UNQS0007 , UNQe0007","V123456789 Sano y fresco","96407820","","AMORTIGUADOR DELANTERO IZQUIERDO CHEVROLET OPTRA [96407820]","AMORTIGUADOR DELANTERO IZQUIERDO CHEVROLET OPTRA 96407820","5/21/2024 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","5","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=96407820&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96407820&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96407820&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96407820&code=Code128","","49DEA23E , UNQS0007 , UNQe0007","Y",
"51791058","AMORTIGUADOR DELANTERO FIAT PALIO/SIENA","AMORTIGUADOR DELANTERO DER/IZQ FIAT PALIO/SIENA FIRE 1.3/1.4/1.8 2003=>2015 FORZA","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","9","","Stock inicial: 8","Y","Y","3","$32.11","$46.33","unf0038 , UNQS0051 , UNQe0051 , fbd677ab","V123456789 Sano y fresco","51791058","Stockout","AMORTIGUADOR DELANTERO FIAT PALIO/SIENA [51791058]","AMORTIGUADOR DELANTERO FIAT PALIO/SIENA 51791058","5/21/2024 12:00:00 AM","Administrador","9","$288.99","","25%","N","N","","","12","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=51791058&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=51791058&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=51791058&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=51791058&code=Code128","","unf0038 , UNQS0051 , UNQe0051 , fbd677ab","Y",
"54660-1G200","AMORTIGUADOR DELANTERO DERECHO HYUNDAI ACCENT/KIA RIO","AMORTIGUADOR DELANTERO DERECHO HYUNDAI ACCENT 06/11 /KIA RIO 06/11","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","10","","Stock inicial: 1","Y","N","349","$45.78","$45.78","unf0037 , UNQS0050 , UNQe0050","V123456789 Sano y fresco","54660-1G200","","AMORTIGUADOR DELANTERO DERECHO HYUNDAI ACCENT/KIA RIO [54660-1G200]","AMORTIGUADOR DELANTERO DERECHO HYUNDAI ACCENT/KIA RIO 54660-1G200","5/21/2024 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","13","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=54660-1G200&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=54660-1G200&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=54660-1G200&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=54660-1G200&code=Code128","","unf0037 , UNQS0050 , UNQe0050","Y",
"G35902","AMORTIGUADOR DELANTERO FORD FIESTA POWER","AMORTIGUADOR DELANTERO DER/IZQ FORD FIESTA POWER 1.6","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","10","","Stock inicial: 2","Y","Y","7","$20.15","$20.15","D64B3BEA , UNQS0079 , UNQe0079","V123456789 Sano y fresco","G35902","Stockout","AMORTIGUADOR DELANTERO FORD FIESTA POWER [G35902]","AMORTIGUADOR DELANTERO FORD FIESTA POWER G35902","5/21/2024 12:00:00 AM","Administrador","6","$120.90","","25%","N","N","","6/24/2025 3:06:35 PM","13","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=G35902&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=G35902&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=G35902&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=G35902&code=Code128","","D64B3BEA , UNQS0079 , UNQe0079","Y",
"96407819","AMORTIGUADOR DELANTERO DERECHO CHEVROLET OPTRA","AMORTIGUADOR DELANTERO DERECHO CHEVROLET OPTRA","Suspension","Amortiguadores de Suspension","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","2","","Stock inicial: 4","Y","N","42","$8.15","$8.15","468B77C1 , UNQS0006 , UNQe0006","V123456789 Sano y fresco","96407819","","AMORTIGUADOR DELANTERO DERECHO CHEVROLET OPTRA [96407819]","AMORTIGUADOR DELANTERO DERECHO CHEVROLET OPTRA 96407819","5/21/2024 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","3","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=96407819&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96407819&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96407819&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96407819&code=Code128","","468B77C1 , UNQS0006 , UNQe0006","Y",
"FL-TUBO-03","TUBO NIPLE","TUBO NIPLE CAMARA A LA MANGUERA SALIDA CALEFACTOR CHEV. AVEO/CORA/OPTRA DSG/FIAT PALIO/SIENA/IDEA 1.8 (ESP. 2.0mm)","Tubos","Niples","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","9","",".","Y","N","346","$19.05","$19.05","D1773216 , UNQS0078 , UNQe0078","V123456789 Sano y fresco","FL-TUBO-03","","TUBO NIPLE [FL-TUBO-03]","TUBO NIPLE FL-TUBO-03","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","12","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=FL-TUBO-03&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=FL-TUBO-03&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=FL-TUBO-03&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=FL-TUBO-03&code=Code128","","D1773216 , UNQS0078 , UNQe0078","Y",
"10791211","TUERCA ROTULA FIAT","TUERCA ROTULA FIAT UNO ROSCA FINA","Tuercas","Rotula","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","2","",".","Y","N","156","$24.78","$24.78","unf0039 , unf0040 , UNQS0052 , UNQS0053 , UNQe0052 , UNQe0053","V123456789 Sano y fresco","10791211","","TUERCA ROTULA FIAT [10791211]","TUERCA ROTULA FIAT 10791211","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","3","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=10791211&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=10791211&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=10791211&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=10791211&code=Code128","","unf0039 , unf0040 , UNQS0052 , UNQS0053 , UNQe0052 , UNQe0053","Y",
"DS-2323","VACUM DISTRIBUIDOR FORD","VACUM DISTRIBUIDOR FORD FIESTA","Vacum","Distribuidor","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","8","",".","Y","N","436","$18.51","$18.51","CDACF065 , UNQS0077 , UNQe0077","V123456789 Sano y fresco","DS-2323","","VACUM DISTRIBUIDOR FORD [DS-2323]","VACUM DISTRIBUIDOR FORD DS-2323","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","10","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=DS-2323&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=DS-2323&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=DS-2323&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=DS-2323&code=Code128","","CDACF065 , UNQS0077 , UNQe0077","Y",
"COEX7207649","VACUM CARBURADOR FIAT","VACUM CARBURADOR FIAT UNO/PREMIO (CORTO)","Vacum","Carburador","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","7","",".","Y","N","346","$16.87","$16.87","B58930E6 , UNQS0076 , UNQe0076","V123456789 Sano y fresco","COEX7207649","","VACUM CARBURADOR FIAT [COEX7207649]","VACUM CARBURADOR FIAT COEX7207649","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","9","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=COEX7207649&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=COEX7207649&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=COEX7207649&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=COEX7207649&code=Code128","","B58930E6 , UNQS0076 , UNQe0076","Y",
"COEX7207639","VACUM CARBURADOR FIAT","VACUM CARBURADOR FIAT UNO/PREMIO 1.3 (PATA LARGA)","Vacum","Carburador","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","6","",".","Y","N","103","$8.69","$8.69","ADA3588E , UNQS0075 , UNQe0075","V123456789 Sano y fresco","COEX7207639","","VACUM CARBURADOR FIAT [COEX7207639]","VACUM CARBURADOR FIAT COEX7207639","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","8","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=COEX7207639&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=COEX7207639&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=COEX7207639&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=COEX7207639&code=Code128","","ADA3588E , UNQS0075 , UNQe0075","Y",
"90215492FI","VALVULA ADMISION FIAT","VALVULA ADMISION FIAT PALIO/SIENA 1.8 8V  (0702) (PERCIO REF. X UNIDAD) (CAJA 4 PZS)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","1","","Caja con 4 piezas.","Y","N","2","$7.05","$7.05","unf0053 , UNQS0065 , UNQe0065","V123456789 Sano y fresco","90215492FI","","VALVULA ADMISION FIAT [90215492FI]","VALVULA ADMISION FIAT 90215492FI","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","Y","N","","","2","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=90215492FI&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=90215492FI&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=90215492FI&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=90215492FI&code=Code128","","unf0053 , UNQS0065 , UNQe0065","Y",
"12647970","VALVULA ADMISION CHEVROLET","VALVULA ADMISION CHEVROLET SILVERDO 5.3 (1PZA)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","9","",".","Y","N","1,280","$5.69","$5.69","unf0050 , unf0051 , UNQS0062 , UNQS0063 , UNQe0062 , UNQe0063","V123456789 Sano y fresco","12647970","","VALVULA ADMISION CHEVROLET [12647970]","VALVULA ADMISION CHEVROLET 12647970","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","12","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=12647970&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=12647970&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=12647970&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=12647970&code=Code128","","unf0050 , unf0051 , UNQS0062 , UNQS0063 , UNQe0062 , UNQe0063","Y",
"13711-22030","VALVULA ADMISION TOYOTA","VALVULA ADMISION TOYOTA 1ZZ-FE COROLLA 1.8 2003=>2008 (1.86 C/U CAJA 8 PZS)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","10","","Caja con 8 piezas.","Y","N","42","$4.33","$4.33","unf0048 , UNQS0060 , UNQe0060","V123456789 Sano y fresco","13711-22030","","VALVULA ADMISION TOYOTA [13711-22030]","VALVULA ADMISION TOYOTA 13711-22030","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","13","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=13711-22030&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=13711-22030&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=13711-22030&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=13711-22030&code=Code128","","unf0048 , UNQS0060 , UNQe0060","Y",
"96896007","VALVULA ADMISION CHEVROLET","VALVULA ADMISION CHEVROLET AVEO 1.6 16V  (EMPAQUE 8 VALVULAS 2.50C/U)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","25","","Empaque con 8 valvulas.","Y","N","30","$4.88","$4.88","FE10C582 , 036E5AAB , UNQS0013 , UNQS0067 , UNQe0013 , UNQe0067","V123456789 Sano y fresco","96896007","","VALVULA ADMISION CHEVROLET [96896007]","VALVULA ADMISION CHEVROLET 96896007","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","Y","N","","","32","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=96896007&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96896007&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96896007&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=96896007&code=Code128","","FE10C582 , 036E5AAB , UNQS0013 , UNQS0067 , UNQe0013 , UNQe0067","Y",
"46553046","VALVULA ADMISION FIAT","VALVULA ADMISION FIAT UNO FIRE 1.3 8V (PRECIO EN REF. X C/u)","Valvulas","Admision","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","2","",".","Y","N","430","$3.24","$3.24","unf0045 , unf0047 , UNQS0058 , UNQS0059 , UNQe0058 , UNQe0059","V123456789 Sano y fresco","46553046","","VALVULA ADMISION FIAT [46553046]","VALVULA ADMISION FIAT 46553046","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","3","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=46553046&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=46553046&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=46553046&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=46553046&code=Code128","","unf0045 , unf0047 , UNQS0058 , UNQS0059 , UNQe0058 , UNQe0059","Y",
"46553048","VALVULA ADMISION FIAT","VALVULA ADMISION FIAT PALIO/SIENA FIRE 1.3 16V (CUÑA BAJA) (8 PZS 1.77 C/U)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","1","","Caja con 8 piezas.","Y","N","4","$4.06","$4.06","unf0041 , unf0049 , UNQS0054 , UNQS0061 , UNQe0054 , UNQe0061","V123456789 Sano y fresco","46553048","","VALVULA ADMISION FIAT [46553048]","VALVULA ADMISION FIAT 46553048","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","2","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=46553048&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=46553048&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=46553048&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=46553048&code=Code128","","unf0041 , unf0049 , UNQS0054 , UNQS0061 , UNQe0054 , UNQe0061","Y",
"55185028","VALVULA ADMISION FIAT","VALVULA ADMISION FIAT PALIO/SIENA FIRE 1.3 16V (CUÑA ALTA) (8 PZS 1.77 C/U)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","1","","Caja con 8 piezas.","Y","N","57","$4.06","$4.06","unf0042 , unf0043 , UNQS0055 , UNQS0056 , UNQe0055 , UNQe0056","V123456789 Sano y fresco","55185028","","VALVULA ADMISION FIAT [55185028]","VALVULA ADMISION FIAT 55185028","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","2","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=55185028&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=55185028&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=55185028&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=55185028&code=Code128","","unf0042 , unf0043 , UNQS0055 , UNQS0056 , UNQe0055 , UNQe0056","Y",
"94621038","VALVULA ADMISION CHEVROLET","VALVULA ADMISION CHEVROLET CHEVETE 1.4/1.5/1.6 (0357)","Valvulas","Admision","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","9","",".","Y","N","52","$2.97","$2.97","049BB604 , 0D9E3A41 , UNQS0001 , UNQS0002 , UNQe0001 , UNQe0002","V123456789 Sano y fresco","94621038","","VALVULA ADMISION CHEVROLET [94621038]","VALVULA ADMISION CHEVROLET 94621038","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","12","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=94621038&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=94621038&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=94621038&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=94621038&code=Code128","","049BB604 , 0D9E3A41 , UNQS0001 , UNQS0002 , UNQe0001 , UNQe0002","Y",
"7083246","VALVULA ADMISION FIAT","VALVULA ADMISION FIAT SIENA/PALIO 1.8 FII (PRECIO EN REF. X C/u)","Valvulas","Admision","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","5","",".","Y","N","43","$6.24","$6.24","unf0044 , unf0054 , UNQS0057 , UNQS0066 , UNQe0057 , UNQe0066","V123456789 Sano y fresco","7083246","","VALVULA ADMISION FIAT [7083246]","VALVULA ADMISION FIAT 7083246","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","7","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=7083246&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=7083246&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=7083246&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=7083246&code=Code128","","unf0044 , unf0054 , UNQS0057 , UNQS0066 , UNQe0057 , UNQe0066","Y",
"90215492GM","VALVULA ADMISION CHEVROLET","VALVULA ADMISION CHEVROLET CORSA 1.6  (0702) (PRECIO REF. X UNIDAD) (CAJA 4PZS)","Valvulas","Admision","PZA","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","2","","Caja con 4 piezas.","Y","N","250","$6.51","$6.51","unf0052 , UNQS0064 , UNQe0064","V123456789 Sano y fresco","90215492GM","","VALVULA ADMISION CHEVROLET [90215492GM]","VALVULA ADMISION CHEVROLET 90215492GM","6/19/2025 12:00:00 AM","Administrador","0","$0.00","","25%","N","N","","","3","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=90215492GM&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=90215492GM&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=90215492GM&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=90215492GM&code=Code128","","unf0052 , UNQS0064 , UNQe0064","Y",
"0948.E0","VALVULA ADMISION PEUGEOT","VALVULA ADMISION PEUGEOT 206/207/307/407/CENTAURO/S30 DONG FENG (PRECIO REF X UD)","Valvulas","Admision","UND","https://gammalielanalytics.com/img/icons/default-items.png","","PROV0001| Gammaliel Analytics| Telf.: +584128672845| email: consulting@gammalielanalytics.com","5","",".","Y","Y","-2","$0.00","$15.70","ec083b78","V123456789 Sano y fresco","0948.E0","Stockout","VALVULA ADMISION PEUGEOT [0948.E0]","VALVULA ADMISION PEUGEOT 0948.E0","6/19/2025 12:00:00 AM","Administrador","9","$0.00","","25%","N","N","","","7","","https://api-gammaliel-bar-qr-code.onrender.com/generate-qr?data=0948.E0&color=%23000000&backcolor=%23ffffff&size=medium","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=0948.E0&code=Code128","","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=0948.E0&code=Code128","https://api-gammaliel-bar-qr-code.onrender.com/generate-barcode/?data=0948.E0&code=Code128","","ec083b78","N",
